ISLAND DIAMETER REPORT
Generated on: Wed Feb 18 20:36:09 2026
-------------------------------------------------------------------------------------
Island File                    | Size   | Diameter   | Furthest Pair
islands/island_13337.txt       | 2      | 1          | spitefulnesses <-> spritefulnesses
islands/island_13342.txt       | 2      | 1          | expectorant <-> expectorants
islands/island_13344.txt       | 2      | 1          | actinomycoses <-> actinomycosis
islands/island_13345.txt       | 2      | 1          | totaquines <-> totaquine
islands/island_13347.txt       | 2      | 1          | teleutospores <-> teleutospore
islands/island_13348.txt       | 2      | 1          | unpressurised <-> unpressurized
islands/island_13349.txt       | 2      | 1          | embraid <-> embraids
islands/island_13350.txt       | 2      | 1          | euroterminal <-> euroterminals
islands/island_13352.txt       | 2      | 1          | metasomas <-> metasoma
islands/island_13354.txt       | 2      | 1          | favouringly <-> favoringly
islands/island_13358.txt       | 2      | 1          | marbleising <-> marbleizing
islands/island_13359.txt       | 2      | 1          | william <-> williams
islands/island_13360.txt       | 2      | 1          | itinerants <-> itinerant
islands/island_13362.txt       | 2      | 1          | vaporless <-> vapourless
islands/island_13365.txt       | 2      | 1          | extolments <-> extolment
islands/island_13367.txt       | 2      | 1          | thenabouts <-> thenabout
islands/island_13369.txt       | 2      | 1          | crowberry <-> cowberry
islands/island_13373.txt       | 2      | 1          | stubborned <-> stubborner
islands/island_13374.txt       | 2      | 1          | gossipmonger <-> gossipmongers
islands/island_13377.txt       | 2      | 1          | recoupments <-> recoupment
islands/island_13378.txt       | 2      | 1          | sorbefacients <-> sorbefacient
islands/island_13384.txt       | 2      | 1          | sunbow <-> sunbows
islands/island_13385.txt       | 2      | 1          | underbridge <-> underbridges
islands/island_13386.txt       | 2      | 1          | nonfuel <-> nonfuels
islands/island_13388.txt       | 2      | 1          | carcinoma <-> carcinomas
islands/island_13390.txt       | 2      | 1          | hemicelluloses <-> hemicellulose
islands/island_13391.txt       | 2      | 1          | petrifactions <-> petrifaction
islands/island_13392.txt       | 2      | 1          | profitable <-> profitably
islands/island_13394.txt       | 2      | 1          | satnavs <-> satnav
islands/island_13395.txt       | 2      | 1          | scriptorium <-> scriptoriums
islands/island_13396.txt       | 2      | 1          | armguards <-> armguard
islands/island_13397.txt       | 2      | 1          | halterbroke <-> halterbroken
islands/island_13398.txt       | 2      | 1          | hygrologies <-> hydrologies
islands/island_13399.txt       | 2      | 1          | foreshortening <-> foreshortenings
islands/island_13400.txt       | 2      | 1          | mesoblasts <-> mesoblast
islands/island_13401.txt       | 2      | 1          | lightplane <-> lightplanes
islands/island_13402.txt       | 2      | 1          | escharotics <-> escharotic
islands/island_13404.txt       | 2      | 1          | microneedle <-> microneedles
islands/island_13405.txt       | 2      | 1          | embrocation <-> embrocations
islands/island_13406.txt       | 2      | 1          | bicornuate <-> bicornate
islands/island_13410.txt       | 2      | 1          | coseismics <-> coseismic
islands/island_13412.txt       | 2      | 1          | jarovising <-> jarovizing
islands/island_13413.txt       | 2      | 1          | myomere <-> myomeres
islands/island_13414.txt       | 2      | 1          | shovelnose <-> shovelnoses
islands/island_13415.txt       | 2      | 1          | craftily <-> draftily
islands/island_13416.txt       | 2      | 1          | curvilinearly <-> curvilineally
islands/island_13417.txt       | 2      | 1          | cabinetmakers <-> cabinetmaker
islands/island_13419.txt       | 2      | 1          | demoniacal <-> demonical
islands/island_13420.txt       | 2      | 1          | duricrusts <-> duricrust
islands/island_13423.txt       | 2      | 1          | qaimaqams <-> qaimaqam
islands/island_13424.txt       | 2      | 1          | fluorapatites <-> fluorapatite
islands/island_13425.txt       | 2      | 1          | baroceptor <-> baroceptors
islands/island_13427.txt       | 2      | 1          | guitguit <-> guitguits
islands/island_13429.txt       | 2      | 1          | sarcoid <-> sarcoids
islands/island_13431.txt       | 2      | 1          | crescentade <-> crescentades
islands/island_13434.txt       | 2      | 1          | flukiness <-> flakiness
islands/island_13439.txt       | 2      | 1          | prealtered <-> realtered
islands/island_13440.txt       | 2      | 1          | anacruses <-> anacrusis
islands/island_13441.txt       | 2      | 1          | bachelor <-> bachelors
islands/island_13442.txt       | 2      | 1          | bulwark <-> bulwarks
islands/island_13445.txt       | 2      | 1          | hummingbird <-> hummingbirds
islands/island_13447.txt       | 2      | 1          | junkerdom <-> junkerdoms
islands/island_13448.txt       | 2      | 1          | graylisted <-> greylisted
islands/island_13451.txt       | 2      | 1          | fuckheads <-> fuckhead
islands/island_13452.txt       | 2      | 1          | solecising <-> solecizing
islands/island_13453.txt       | 2      | 1          | satinpod <-> satinpods
islands/island_13454.txt       | 2      | 1          | deodands <-> deodand
islands/island_13455.txt       | 2      | 1          | daringnesses <-> darlingnesses
islands/island_13457.txt       | 2      | 1          | foulbroods <-> foulbrood
islands/island_13462.txt       | 2      | 1          | refugeeism <-> refugeeisms
islands/island_13463.txt       | 2      | 1          | beplastering <-> replastering
islands/island_13464.txt       | 2      | 1          | kookaburra <-> kookaburras
islands/island_13466.txt       | 2      | 1          | roadhog <-> roadhogs
islands/island_13467.txt       | 2      | 1          | driftpins <-> driftpin
islands/island_13470.txt       | 2      | 1          | hornwrack <-> hornwracks
islands/island_13471.txt       | 2      | 1          | pebbling <-> pebblings
islands/island_13473.txt       | 2      | 1          | lamprophyres <-> lamprophyre
islands/island_13474.txt       | 2      | 1          | fabricant <-> fabricants
islands/island_13475.txt       | 2      | 1          | newsboys <-> newsboy
islands/island_13478.txt       | 2      | 1          | oribatid <-> oribatids
islands/island_13479.txt       | 2      | 1          | clofibrates <-> clofibrate
islands/island_13480.txt       | 2      | 1          | pollucites <-> pollucite
islands/island_13482.txt       | 2      | 1          | theorematists <-> theorematist
islands/island_13483.txt       | 2      | 1          | possessorships <-> possessorship
islands/island_13484.txt       | 2      | 1          | lenticels <-> lenticel
islands/island_13485.txt       | 2      | 1          | veligers <-> veliger
islands/island_13488.txt       | 2      | 1          | infundibular <-> infundibula
islands/island_13489.txt       | 2      | 1          | garoupas <-> garoupa
islands/island_13492.txt       | 2      | 1          | evitable <-> editable
islands/island_13496.txt       | 2      | 1          | catachreses <-> catachresis
islands/island_13497.txt       | 2      | 1          | dichroites <-> dichroite
islands/island_13498.txt       | 2      | 1          | apostolicisms <-> apostolicism
islands/island_13500.txt       | 2      | 1          | reindeers <-> reindeer
islands/island_13501.txt       | 2      | 1          | footmarks <-> footmark
islands/island_13502.txt       | 2      | 1          | choultries <-> choltries
islands/island_13503.txt       | 2      | 1          | somaesthesises <-> somesthesises
islands/island_13504.txt       | 2      | 1          | polypidoms <-> polypidom
islands/island_13506.txt       | 2      | 1          | photogravure <-> photogravures
islands/island_13507.txt       | 2      | 1          | microparticles <-> microparticle
islands/island_13509.txt       | 2      | 1          | technoid <-> technoids
islands/island_13510.txt       | 2      | 1          | murthering <-> furthering
islands/island_13511.txt       | 2      | 1          | deforcements <-> deforcement
islands/island_13512.txt       | 2      | 1          | mokaddams <-> mokaddam
islands/island_13513.txt       | 2      | 1          | degeneracy <-> regeneracy
islands/island_13515.txt       | 2      | 1          | answerphones <-> answerphone
islands/island_13516.txt       | 2      | 1          | jeroboams <-> jeroboam
islands/island_13517.txt       | 2      | 1          | gliffings <-> gliffing
islands/island_13519.txt       | 2      | 1          | aplanatisms <-> aplanatism
islands/island_13521.txt       | 2      | 1          | defrayals <-> defrayal
islands/island_13522.txt       | 2      | 1          | lampshades <-> lampshade
islands/island_13526.txt       | 2      | 1          | sinsemilla <-> sinsemillas
islands/island_13529.txt       | 2      | 1          | pipeful <-> pipefuls
islands/island_13531.txt       | 2      | 1          | polysemant <-> polysemants
islands/island_13532.txt       | 2      | 1          | uptightness <-> uprightness
islands/island_13538.txt       | 2      | 1          | dreikanter <-> dreikanters
islands/island_13541.txt       | 2      | 1          | pokefuls <-> pokeful
islands/island_13542.txt       | 2      | 1          | clavichordist <-> clavichordists
islands/island_13543.txt       | 2      | 1          | intellects <-> intellect
islands/island_13544.txt       | 2      | 1          | encoignure <-> encoignures
islands/island_13545.txt       | 2      | 1          | connately <-> cognately
islands/island_13546.txt       | 2      | 1          | annexations <-> annexation
islands/island_13547.txt       | 2      | 1          | penguinries <-> penguineries
islands/island_13548.txt       | 2      | 1          | ocherish <-> cherish
islands/island_13549.txt       | 2      | 1          | ramously <-> famously
islands/island_13551.txt       | 2      | 1          | borazons <-> borazon
islands/island_13552.txt       | 2      | 1          | platyrrhine <-> platyrrhines
islands/island_13553.txt       | 2      | 1          | soupspoons <-> soupspoon
islands/island_13555.txt       | 2      | 1          | thivels <-> thivel
islands/island_13558.txt       | 2      | 1          | broncobuster <-> broncobusters
islands/island_13559.txt       | 2      | 1          | exegetic <-> exegetics
islands/island_13561.txt       | 2      | 1          | fishmeal <-> fishmeals
islands/island_13564.txt       | 2      | 1          | idoloclasts <-> idoloclast
islands/island_13565.txt       | 2      | 1          | outcharming <-> outcharging
islands/island_13567.txt       | 2      | 1          | countdown <-> countdowns
islands/island_13568.txt       | 2      | 1          | accessarily <-> accessorily
islands/island_13569.txt       | 2      | 1          | correctitude <-> correctitudes
islands/island_13570.txt       | 2      | 1          | monergism <-> monergisms
islands/island_13571.txt       | 2      | 1          | childhoods <-> childhood
islands/island_13572.txt       | 2      | 1          | hygienes <-> hygiene
islands/island_13573.txt       | 2      | 1          | nousells <-> nousell
islands/island_13575.txt       | 2      | 1          | marvellousness <-> marvelousness
islands/island_13577.txt       | 2      | 1          | metronidazole <-> metronidazoles
islands/island_13579.txt       | 2      | 1          | rechanneled <-> rechannelled
islands/island_13581.txt       | 2      | 1          | sphygmograms <-> sphygmogram
islands/island_13582.txt       | 2      | 1          | ingrowths <-> ingrowth
islands/island_13586.txt       | 2      | 1          | paratrooper <-> paratroopers
islands/island_13587.txt       | 2      | 1          | pitchfork <-> pitchforks
islands/island_13589.txt       | 2      | 1          | biophilia <-> biophilias
islands/island_13590.txt       | 2      | 1          | glucuronidase <-> glucuronidases
islands/island_13591.txt       | 2      | 1          | mindblowers <-> mindblower
islands/island_13592.txt       | 2      | 1          | intercool <-> intercools
islands/island_13593.txt       | 2      | 1          | politically <-> apolitically
islands/island_13594.txt       | 2      | 1          | kitchenalias <-> kitchenalia
islands/island_13595.txt       | 2      | 1          | unmanured <-> unmatured
islands/island_13596.txt       | 2      | 1          | colouristic <-> coloristic
islands/island_13597.txt       | 2      | 1          | woodburytypes <-> woodburytype
islands/island_13598.txt       | 2      | 1          | ocicat <-> ocicats
islands/island_13602.txt       | 2      | 1          | tiderips <-> tiderip
islands/island_13604.txt       | 2      | 1          | misdealer <-> misdealers
islands/island_13606.txt       | 2      | 1          | cannibals <-> cannibal
islands/island_13608.txt       | 2      | 1          | sinningia <-> sinningias
islands/island_13612.txt       | 2      | 1          | unpainful <-> ungainful
islands/island_13618.txt       | 2      | 1          | dzeren <-> dzerens
islands/island_13620.txt       | 2      | 1          | bailbond <-> bailbonds
islands/island_13625.txt       | 2      | 1          | scordatura <-> scordaturas
islands/island_13626.txt       | 2      | 1          | computernik <-> computerniks
islands/island_13628.txt       | 2      | 1          | embrittlements <-> embrittlement
islands/island_13629.txt       | 2      | 1          | overarched <-> overarches
islands/island_13630.txt       | 2      | 1          | shiftstick <-> shiftsticks
islands/island_13632.txt       | 2      | 1          | woollybutt <-> woollybutts
islands/island_13634.txt       | 2      | 1          | bedaubs <-> bedaub
islands/island_13638.txt       | 2      | 1          | pulpstones <-> pulpstone
islands/island_13640.txt       | 2      | 1          | airfield <-> airfields
islands/island_13645.txt       | 2      | 1          | astrofell <-> astrofells
islands/island_13646.txt       | 2      | 1          | customaries <-> custumaries
islands/island_13648.txt       | 2      | 1          | minshukus <-> minshuku
islands/island_13649.txt       | 2      | 1          | tradecraft <-> tradecrafts
islands/island_13650.txt       | 2      | 1          | unpleasurable <-> unpleasurably
islands/island_13651.txt       | 2      | 1          | quotative <-> quotatives
islands/island_13653.txt       | 2      | 1          | rewritten <-> prewritten
islands/island_13654.txt       | 2      | 1          | pentastich <-> pentastichs
islands/island_13655.txt       | 2      | 1          | facilitation <-> facilitations
islands/island_13656.txt       | 2      | 1          | waterproofings <-> waterproofing
islands/island_13658.txt       | 2      | 1          | underhand <-> underhands
islands/island_13659.txt       | 2      | 1          | musculatures <-> musculature
islands/island_13661.txt       | 2      | 1          | motorbuses <-> motorbusses
islands/island_13662.txt       | 2      | 1          | soulster <-> soulsters
islands/island_13667.txt       | 2      | 1          | griddlecake <-> griddlecakes
islands/island_13669.txt       | 2      | 1          | decommunisation <-> decommunization
islands/island_13671.txt       | 2      | 1          | clostridiums <-> clostridium
islands/island_13672.txt       | 2      | 1          | nebenkerns <-> nebenkern
islands/island_13674.txt       | 2      | 1          | brinish <-> brainish
islands/island_13676.txt       | 2      | 1          | commotion <-> commotions
islands/island_13677.txt       | 2      | 1          | concauses <-> concause
islands/island_13679.txt       | 2      | 1          | cusum <-> cusums
islands/island_13680.txt       | 2      | 1          | swankinesses <-> skankinesses
islands/island_13683.txt       | 2      | 1          | clearways <-> clearway
islands/island_13685.txt       | 2      | 1          | telphermen <-> telpherman
islands/island_13686.txt       | 2      | 1          | centrifugation <-> centrifugations
islands/island_13687.txt       | 2      | 1          | piecework <-> pieceworks
islands/island_13689.txt       | 2      | 1          | alleyway <-> alleyways
islands/island_13691.txt       | 2      | 1          | dropcloth <-> dropcloths
islands/island_13692.txt       | 2      | 1          | disfurnishes <-> disfurnished
islands/island_13694.txt       | 2      | 1          | assortment <-> assortments
islands/island_13696.txt       | 2      | 1          | swansdowns <-> swansdown
islands/island_13699.txt       | 2      | 1          | redshanks <-> redshank
islands/island_13700.txt       | 2      | 1          | hydrocortisones <-> hydrocortisone
islands/island_13701.txt       | 2      | 1          | electrosondes <-> electrosonde
islands/island_13702.txt       | 2      | 1          | bluebook <-> bluebooks
islands/island_13703.txt       | 2      | 1          | fluphenazines <-> fluphenazine
islands/island_13704.txt       | 2      | 1          | explicably <-> explicable
islands/island_13705.txt       | 2      | 1          | misdoubts <-> misdoubt
islands/island_13708.txt       | 2      | 1          | yuppifications <-> yuppification
islands/island_13709.txt       | 2      | 1          | neuroblast <-> neuroblasts
islands/island_13710.txt       | 2      | 1          | freesias <-> freesia
islands/island_13711.txt       | 2      | 1          | bisexual <-> bisexuals
islands/island_13712.txt       | 2      | 1          | agglutination <-> agglutinations
islands/island_13713.txt       | 2      | 1          | blowtubes <-> blowtube
islands/island_13716.txt       | 2      | 1          | chevalier <-> chevaliers
islands/island_13718.txt       | 2      | 1          | wirephoto <-> wirephotos
islands/island_13719.txt       | 2      | 1          | protistologist <-> protistologists
islands/island_13721.txt       | 2      | 1          | amusiveness <-> abusiveness
islands/island_13722.txt       | 2      | 1          | smectite <-> smectites
islands/island_13723.txt       | 2      | 1          | motherland <-> motherlands
islands/island_13724.txt       | 2      | 1          | komondorok <-> komondorock
islands/island_13726.txt       | 2      | 1          | engrainednesses <-> ingrainednesses
islands/island_13727.txt       | 2      | 1          | lalique <-> laliques
islands/island_13728.txt       | 2      | 1          | outcoaches <-> outcoached
islands/island_13729.txt       | 2      | 1          | quadriceps <-> quadricep
islands/island_13730.txt       | 2      | 1          | defangs <-> defang
islands/island_13731.txt       | 2      | 1          | purport <-> purports
islands/island_13732.txt       | 2      | 1          | renewal <-> renewals
islands/island_13733.txt       | 2      | 1          | clickstream <-> clickstreams
islands/island_13734.txt       | 2      | 1          | klootches <-> klooches
islands/island_13738.txt       | 2      | 1          | soredia <-> soredial
islands/island_13739.txt       | 2      | 1          | exeem <-> exeems
islands/island_13740.txt       | 2      | 1          | windore <-> windores
islands/island_13741.txt       | 2      | 1          | referendum <-> referendums
islands/island_13743.txt       | 2      | 1          | beducked <-> bedecked
islands/island_13744.txt       | 2      | 1          | lacebarks <-> lacebark
islands/island_13745.txt       | 2      | 1          | psephoanalyses <-> psephoanalysis
islands/island_13750.txt       | 2      | 1          | reinjuring <-> reinsuring
islands/island_13752.txt       | 2      | 1          | parathions <-> parathion
islands/island_13754.txt       | 2      | 1          | prenup <-> prenups
islands/island_13756.txt       | 2      | 1          | backspeiring <-> backspeering
islands/island_13763.txt       | 2      | 1          | allegretto <-> allegrettos
islands/island_13766.txt       | 2      | 1          | minoritaire <-> minoritaires
islands/island_13771.txt       | 2      | 1          | billycans <-> billycan
islands/island_13772.txt       | 2      | 1          | jelutongs <-> jelutong
islands/island_13773.txt       | 2      | 1          | waitressing <-> waitressings
islands/island_13774.txt       | 2      | 1          | soundcard <-> soundcards
islands/island_13777.txt       | 2      | 1          | wrongdoers <-> wrongdoer
islands/island_13779.txt       | 2      | 1          | crocoisites <-> crocoisite
islands/island_13780.txt       | 2      | 1          | samosa <-> samosas
islands/island_13781.txt       | 2      | 1          | volksraad <-> volksraads
islands/island_13782.txt       | 2      | 1          | timberyard <-> timberyards
islands/island_13783.txt       | 2      | 1          | dustcloths <-> dustcloth
islands/island_13785.txt       | 2      | 1          | sailmaker <-> sailmakers
islands/island_13786.txt       | 2      | 1          | sumpitans <-> sumpitan
islands/island_13787.txt       | 2      | 1          | posttreatments <-> posttreatment
islands/island_13788.txt       | 2      | 1          | milliohms <-> milliohm
islands/island_13790.txt       | 2      | 1          | nontreatment <-> nontreatments
islands/island_13791.txt       | 2      | 1          | mischanneling <-> mischannelling
islands/island_13792.txt       | 2      | 1          | guffie <-> guffies
islands/island_13793.txt       | 2      | 1          | maquillages <-> maquillage
islands/island_13795.txt       | 2      | 1          | forepayments <-> forepayment
islands/island_13796.txt       | 2      | 1          | attestations <-> attestation
islands/island_13797.txt       | 2      | 1          | nitrogens <-> nitrogen
islands/island_13798.txt       | 2      | 1          | vexillations <-> vexillation
islands/island_13799.txt       | 2      | 1          | doctorand <-> doctorands
islands/island_13801.txt       | 2      | 1          | mystifications <-> mystification
islands/island_13802.txt       | 2      | 1          | vitiosities <-> viciosities
islands/island_13803.txt       | 2      | 1          | cosmogonists <-> cosmogonist
islands/island_13804.txt       | 2      | 1          | curvilinear <-> curvilineal
islands/island_13805.txt       | 2      | 1          | insalivation <-> insalivations
islands/island_13807.txt       | 2      | 1          | dichromaticism <-> dichromaticisms
islands/island_13810.txt       | 2      | 1          | pantrymaids <-> pantrymaid
islands/island_13812.txt       | 2      | 1          | mishandlings <-> mishandling
islands/island_13814.txt       | 2      | 1          | histories <-> historied
islands/island_13815.txt       | 2      | 1          | dishoards <-> dishoard
islands/island_13816.txt       | 2      | 1          | technophilia <-> technophilias
islands/island_13817.txt       | 2      | 1          | duodecillion <-> duodecillions
islands/island_13818.txt       | 2      | 1          | manscaping <-> manscapings
islands/island_13819.txt       | 2      | 1          | jurisconsult <-> jurisconsults
islands/island_13823.txt       | 2      | 1          | undespatched <-> undispatched
islands/island_13825.txt       | 2      | 1          | cryotherapy <-> crymotherapy
islands/island_13826.txt       | 2      | 1          | glasscloths <-> glasscloth
islands/island_13827.txt       | 2      | 1          | giftwraps <-> giftwrap
islands/island_13830.txt       | 2      | 1          | episcia <-> episcias
islands/island_13831.txt       | 2      | 1          | ladykins <-> ladykin
islands/island_13832.txt       | 2      | 1          | ekpweles <-> ekpwele
islands/island_13833.txt       | 2      | 1          | phascogales <-> phascogale
islands/island_13834.txt       | 2      | 1          | joskins <-> joskin
islands/island_13836.txt       | 2      | 1          | tenterhook <-> tenterhooks
islands/island_13837.txt       | 2      | 1          | dishorns <-> dishorn
islands/island_13839.txt       | 2      | 1          | humanising <-> humanizing
islands/island_13840.txt       | 2      | 1          | stalactital <-> stalactical
islands/island_13841.txt       | 2      | 1          | unbespoke <-> unbespoken
islands/island_13845.txt       | 2      | 1          | obstipation <-> obstipations
islands/island_13846.txt       | 2      | 1          | mainstay <-> mainstays
islands/island_13847.txt       | 2      | 1          | flameouts <-> flameout
islands/island_13848.txt       | 2      | 1          | logbooks <-> logbook
islands/island_13849.txt       | 2      | 1          | decadal <-> decanal
islands/island_13850.txt       | 2      | 1          | evermore <-> nevermore
islands/island_13851.txt       | 2      | 1          | curricle <-> curricles
islands/island_13854.txt       | 2      | 1          | canfield <-> canfields
islands/island_13856.txt       | 2      | 1          | unweapons <-> unweapon
islands/island_13857.txt       | 2      | 1          | helictite <-> helictites
islands/island_13858.txt       | 2      | 1          | misprograming <-> misprogramming
islands/island_13859.txt       | 2      | 1          | concision <-> concisions
islands/island_13865.txt       | 2      | 1          | nonglare <-> nonglares
islands/island_13868.txt       | 2      | 1          | supercargoship <-> supercargoships
islands/island_13869.txt       | 2      | 1          | miscast <-> miscasts
islands/island_13870.txt       | 2      | 1          | microsurgeon <-> microsurgeons
islands/island_13872.txt       | 2      | 1          | histiologies <-> histologies
islands/island_13874.txt       | 2      | 1          | plateasms <-> plateasm
islands/island_13875.txt       | 2      | 1          | autokinesis <-> autokineses
islands/island_13878.txt       | 2      | 1          | spanghew <-> spanghews
islands/island_13879.txt       | 2      | 1          | asphyxiator <-> asphyxiators
islands/island_13881.txt       | 2      | 1          | bullpen <-> bullpens
islands/island_13885.txt       | 2      | 1          | autogravure <-> autogravures
islands/island_13886.txt       | 2      | 1          | catheter <-> catheters
islands/island_13887.txt       | 2      | 1          | perspirations <-> perspiration
islands/island_13888.txt       | 2      | 1          | raplochs <-> raploch
islands/island_13889.txt       | 2      | 1          | admiralships <-> admiralship
islands/island_13891.txt       | 2      | 1          | immunologists <-> immunologist
islands/island_13893.txt       | 2      | 1          | cushioning <-> cushionings
islands/island_13895.txt       | 2      | 1          | lesbianism <-> lesbianisms
islands/island_13896.txt       | 2      | 1          | fluoroses <-> fluorosis
islands/island_13901.txt       | 2      | 1          | thiosinamines <-> thiosinamine
islands/island_13902.txt       | 2      | 1          | microbrews <-> microbrew
islands/island_13903.txt       | 2      | 1          | platitudinal <-> latitudinal
islands/island_13904.txt       | 2      | 1          | ptyalin <-> ptyalins
islands/island_13906.txt       | 2      | 1          | warmouths <-> warmouth
islands/island_13907.txt       | 2      | 1          | hupiro <-> hupiros
islands/island_13908.txt       | 2      | 1          | pradhans <-> pradhan
islands/island_13909.txt       | 2      | 1          | protractor <-> protractors
islands/island_13912.txt       | 2      | 1          | kumikumi <-> kumikumis
islands/island_13913.txt       | 2      | 1          | fastball <-> fastballs
islands/island_13915.txt       | 2      | 1          | guayules <-> guayule
islands/island_13917.txt       | 2      | 1          | virtuosoship <-> virtuosoships
islands/island_13919.txt       | 2      | 1          | mimics <-> mimic
islands/island_13922.txt       | 2      | 1          | folktales <-> folktale
islands/island_13923.txt       | 2      | 1          | phytochromes <-> phytochrome
islands/island_13926.txt       | 2      | 1          | inobedience <-> inobediences
islands/island_13928.txt       | 2      | 1          | pronuncios <-> pronuncio
islands/island_13929.txt       | 2      | 1          | submenta <-> submental
islands/island_13930.txt       | 2      | 1          | complimenting <-> complementing
islands/island_13931.txt       | 2      | 1          | submarket <-> submarkets
islands/island_13933.txt       | 2      | 1          | cretism <-> cretisms
islands/island_13934.txt       | 2      | 1          | silhouettists <-> silhouettist
islands/island_13935.txt       | 2      | 1          | aerodyne <-> aerodynes
islands/island_13936.txt       | 2      | 1          | pythiums <-> pythium
islands/island_13938.txt       | 2      | 1          | turnabouts <-> turnabout
islands/island_13941.txt       | 2      | 1          | keyframes <-> keyframe
islands/island_13943.txt       | 2      | 1          | teleview <-> televiews
islands/island_13944.txt       | 2      | 1          | reastinesses <-> yeastinesses
islands/island_13946.txt       | 2      | 1          | outgeneralled <-> outgeneraled
islands/island_13947.txt       | 2      | 1          | knotworks <-> knotwork
islands/island_13948.txt       | 2      | 1          | entranceways <-> entranceway
islands/island_13950.txt       | 2      | 1          | bismar <-> bismars
islands/island_13951.txt       | 2      | 1          | pulmonates <-> pulmonate
islands/island_13952.txt       | 2      | 1          | skywriting <-> skywritings
islands/island_13953.txt       | 2      | 1          | laconicisms <-> laconicism
islands/island_13954.txt       | 2      | 1          | routinising <-> routinizing
islands/island_13955.txt       | 2      | 1          | extensionalisms <-> extensionalism
islands/island_13957.txt       | 2      | 1          | loudish <-> loutish
islands/island_13958.txt       | 2      | 1          | chalcographists <-> chalcographist
islands/island_13959.txt       | 2      | 1          | martensites <-> martensite
islands/island_13960.txt       | 2      | 1          | stanchable <-> staunchable
islands/island_13961.txt       | 2      | 1          | bellpulls <-> bellpull
islands/island_13963.txt       | 2      | 1          | penetrators <-> penetrator
islands/island_13966.txt       | 2      | 1          | anthracyclines <-> anthracycline
islands/island_13969.txt       | 2      | 1          | marshelders <-> marshelder
islands/island_13970.txt       | 2      | 1          | replicant <-> replicants
islands/island_13971.txt       | 2      | 1          | analysing <-> analyzing
islands/island_13973.txt       | 2      | 1          | paperboard <-> paperboards
islands/island_13974.txt       | 2      | 1          | fingerprints <-> fingerprint
islands/island_13975.txt       | 2      | 1          | verdoys <-> verdoy
islands/island_13979.txt       | 2      | 1          | mastigophorans <-> mastigophoran
islands/island_13980.txt       | 2      | 1          | backpieces <-> backpiece
islands/island_13981.txt       | 2      | 1          | phytotomist <-> phytotomists
islands/island_13982.txt       | 2      | 1          | turfskiings <-> turfskiing
islands/island_13983.txt       | 2      | 1          | disorganization <-> disorganisation
islands/island_13985.txt       | 2      | 1          | ardrighs <-> ardrigh
islands/island_13986.txt       | 2      | 1          | yearbook <-> yearbooks
islands/island_13987.txt       | 2      | 1          | invigorator <-> invigorators
islands/island_13988.txt       | 2      | 1          | bayoneting <-> bayonetting
islands/island_13989.txt       | 2      | 1          | periscians <-> periscian
islands/island_13990.txt       | 2      | 1          | butylations <-> butylation
islands/island_13992.txt       | 2      | 1          | immolations <-> immolation
islands/island_13993.txt       | 2      | 1          | oliphants <-> oliphant
islands/island_13994.txt       | 2      | 1          | milkshed <-> milksheds
islands/island_13995.txt       | 2      | 1          | diagometers <-> diagometer
islands/island_13997.txt       | 2      | 1          | battledores <-> battledore
islands/island_14004.txt       | 2      | 1          | airlift <-> airlifts
islands/island_14007.txt       | 2      | 1          | jaconets <-> jaconet
islands/island_14010.txt       | 2      | 1          | mokoros <-> mokoro
islands/island_14011.txt       | 2      | 1          | downhills <-> downhill
islands/island_14012.txt       | 2      | 1          | rhopalism <-> rhopalisms
islands/island_14013.txt       | 2      | 1          | nutbutters <-> nutbutter
islands/island_14018.txt       | 2      | 1          | nucleoplasms <-> nucleoplasm
islands/island_14019.txt       | 2      | 1          | lecithinases <-> lecithinase
islands/island_14020.txt       | 2      | 1          | mescalism <-> mescalisms
islands/island_14022.txt       | 2      | 1          | tockley <-> tockleys
islands/island_14024.txt       | 2      | 1          | meadowsweets <-> meadowsweet
islands/island_14026.txt       | 2      | 1          | antitax <-> antivax
islands/island_14027.txt       | 2      | 1          | thwartings <-> thwarting
islands/island_14029.txt       | 2      | 1          | grammages <-> grammage
islands/island_14031.txt       | 2      | 1          | presurveyed <-> resurveyed
islands/island_14032.txt       | 2      | 1          | civilisational <-> civilizational
islands/island_14033.txt       | 2      | 1          | nonbreeder <-> nonbreeders
islands/island_14037.txt       | 2      | 1          | timekeeper <-> timekeepers
islands/island_14038.txt       | 2      | 1          | washwipes <-> washwipe
islands/island_14040.txt       | 2      | 1          | interstadials <-> interstadial
islands/island_14041.txt       | 2      | 1          | frithsokens <-> frithsoken
islands/island_14042.txt       | 2      | 1          | arthromere <-> arthromeres
islands/island_14044.txt       | 2      | 1          | dishumours <-> dishumour
islands/island_14045.txt       | 2      | 1          | spywares <-> spyware
islands/island_14047.txt       | 2      | 1          | delayable <-> decayable
islands/island_14048.txt       | 2      | 1          | electrocements <-> electrocement
islands/island_14049.txt       | 2      | 1          | reanoint <-> reanoints
islands/island_14051.txt       | 2      | 1          | barracouta <-> barracoutas
islands/island_14052.txt       | 2      | 1          | symposiast <-> symposiasts
islands/island_14053.txt       | 2      | 1          | backsliding <-> backslidings
islands/island_14055.txt       | 2      | 1          | preoption <-> preoptions
islands/island_14056.txt       | 2      | 1          | phlebitic <-> phlebitis
